;meta[language=en]
; id      |key(hex)|key(str)| text
2116568513|a6425b52||Pearls of the Coast
2116568514|a6425b53||Precious Haul
2116568515|a6425b69||Ruins, Hidden Treasure, You Know...
2116568516|a6425b6a||Shortcut
2116568517|a6425b6b||Unlucky's Treasure
2116568518|a6425b6c||X Marks the Spot
2116568519|03acba93||Applied Escapology
2116568520|03acba94||Around the World in... Eight Days
2116568521|03acba95||But Other Than That, How Did You Enjoy the Play?
2116568522|03acba96||Coin Doesn't Stink
2116568523|03acba97||Don't Take Candy from a Stranger
2116568524|03acba98||Filibert Always Pays His Debts
2116568525|03acba99||Spoontaneous Profits!
2116568526|03acba9a||The Black Widow
2116568527|03acba9b||The Curse of Carnarvon
2116568528|03acbab1||The Inconstant Gardener
2116568529|03acbab2||The Last Exploits of Selina's Gang
2116568530|03acbab3||The Suffering of Young Francois
2116568531|03acbab4||The Toussaint Prison Experiment
2116568532|03acbab5||Waiting for Goe and Doh
2116568533|03acbab6||What Was This About Again?
2116568534|5a55f5e5||Scavenger Hunt: Viper School Gear
2116568535|5a55f5e6||Scavenger Hunt: Grandmaster Manticore Gear
2116568536|5a55f5e7||Scavenger Hunt: Commando Gear
2116568537|5a55f5e8||Scavenger Hunt: Infiltrator's Gear
2116568538|5a55f5e9||Scavenger Hunt: Mastercrafted Tordarroch Gear
2116568539|5a55f5ea||Scavenger Hunt: Forgotten Wolf School Gear Diagrams
2116568540|cdc2a6fb||Scavenger Hunt: Griffin School Gear
2116568541|cdc2a6fc||Scavenger Hunt: Griffin School Gear - Part 1
2116568542|cdc2a6fd||Scavenger Hunt: Griffin School Gear - Part 2
2116568543|cdc2a6fe||Scavenger Hunt: Griffin School Gear - Part 3
2116568544|cdc2a6ff||Scavenger Hunt: Griffin School Gear - Part 4
2116568545|cdc2a700||Scavenger Hunt: Grandmaster Griffin Gear
2116568546|10dd2837||Scavenger Hunt: Cat School Gear
2116568547|10dd2838||Scavenger Hunt: Cat School Gear - Part 1
2116568548|10dd2839||Scavenger Hunt: Cat School Gear - Part 2
2116568549|10dd283a||Scavenger Hunt: Cat School Gear - Part 3
2116568550|10dd283b||Scavenger Hunt: Cat School Gear - Part 4
2116568551|10dd283c||Scavenger Hunt: Grandmaster Feline Gear
2116568552|c1e5046e||Scavenger Hunt: Bear School Gear
2116568553|c1e5046f||Scavenger Hunt: Bear School Gear - Part 1
2116568554|c1e50470||Scavenger Hunt: Bear School Gear - Part 2
2116568555|c1e50471||Scavenger Hunt: Bear School Gear - Part 3
2116568556|c1e50472||Scavenger Hunt: Bear School Gear - Part 4
2116568557|c1e50473||Scavenger Hunt: Grandmaster Ursine Gear
2116568558|213f438f||Scavenger Hunt: Wolf School Gear
2116568559|213f4390||Scavenger Hunt: Wolf School Gear - Part 1
2116568560|213f4391||Scavenger Hunt: Wolf School Gear - Part 2
2116568561|213f4392||Scavenger Hunt: Wolf School Gear - Part 3
2116568562|213f4393||Scavenger Hunt: Wolf School Gear - Part 4
2116568563|213f4394||Scavenger Hunt: Wolf School Gear - Part 5
2116568564|213f4395||Scavenger Hunt: Wolf School Gear - Part 6
2116568565|213f4396||Scavenger Hunt: Grandmaster Wolven Gear
2116568566|cace194c||At the Mercy of Strangers
2116568567|cace194d||Caravan Attack
2116568568|cace194e||The Troll Bridge Crossing
2116568569|cace194f||The Crossing of Lindenvale
2116568570|cace1950||A Most Deadly Crossing
2116568571|cace1951||Face Me if You Dare!
2116568572|cace1952||Harassing a Troll
2116568573|cace1953||Highway Robbery
2116568574|cace1954||Highwayman's Cache
2116568575|cace196a||Heatherton Looters
2116568576|cace196b||Codgers' Quarry Looters
2116568577|cace196c||Toderas Looters
2116568578|cace196d||Man's Best Friend
2116568579|cace196e||The Grateful Merchant
2116568580|a4c7402c||A Warm Welcome
2116568581|a4c7402d||At the Mercy of Strangers
2116568582|a4c7402e||Drunken Rabble
2116568583|a4c7402f||The Defender of Maid Bilberry
2116568584|a4c74030||Unlearned Lessons
2116568585|a4c74031||Karmic Justice
2116568586|a4c74032||Never Trust Children
2116568587|a4c74033||Dye Pit Racists
2116568588|a4c74034||The Racists of Novigrad
2116568589|a4c7404a||Strangers in the Night
2116568590|a4c7404b||Strumpet in Distress
2116568591|a4c7404c||Suspicious Shakedown
2116568592|a4c7404d||The Flame of Hatred
2116568593|a4c7404e||The Most Truest of Basilisks
2116568594|a4c7404f||The Price of Passage
2116568595|a4c74050||Witch Hunter Raids
2116568596|a4c74051||Another Price of Passage
2116568597|a4c74052||The Final Price of Passage
2116568598|a4c74053||The Ambush
2116568599|14a9ad14||Call of the Wild
2116568600|14a9ad15||Farting Trolls
2116568601|14a9ad16||Siren's Call
2116568602|14a9ad17||Sweet Bait
2116568603|14a9ad18||The Four Faces of Hemdall
2116568604|14a9ad19||Woe is Me
2116568605|14a9ad1a||Yustianna Disturbed
2116568606|d8a2b5aa||Trail of Echoes
2116568607|81c62691||Abandoned Village
2116568608|81c62692||Broken Bridge
2116568609|81c62693||Cackler Bridge
2116568610|81c62694||Crossroads
2116568611|81c62695||Ford
2116568612|81c62696||Mill
2116568613|81c62697||Nilfgaardian Garrison
2116568614|81c62698||Ransacked Village
2116568615|81c62699||Sawmill
2116568616|81c626af||Woesong Bridge
2116568617|81c626b0||King Desmond Bridge
2116568618|75568b4f||Bastion
2116568619|75568b54||Chort's Cave
2116568620|75568b55||Circle of Elements
2116568621|75568b50||Iron Mine
2116568622|75568b51||Kaer Morhen
2116568623|75568b56||Kaer Morhen Courtyard
2116568624|75568b57||Kaer Morhen Valley
2116568625|75568b52||Lakeside Hut
2116568626|75568b53||Ruined Watchtower
2116568627|75568b6d||Trials' Cave
2116568628|5efa9087||Abandoned Tower
2116568629|5efa9088||Ancient Oak
2116568630|5efa9089||Bandits' Camp
2116568631|5efa908a||Benek
2116568632|5efa908b||Blackbough
2116568633|5efa908c||Boatmaker's Hut
2116568634|5efa908d||Border Post
2116568635|5efa908e||Burned Ruins
2116568636|5efa908f||Byways
2116568637|5efa90a5||Claywich
2116568638|5efa90a6||Coast of Wrecks
2116568639|5efa90a7||Codgers' Quarry
2116568640|5efa90a8||Condyle
2116568641|5efa919d||Crookback Bog
2116568642|5efa90a9||Crossroads
2116568643|5efa90aa||Crow's Perch
2116568644|5efa9127||Castle Village
2116568645|5efa90ab||Destroyed Bastion
2116568646|5efa90ac||Devil's Pit
2116568647|5efa90ad||Downwarren
2116568648|5efa90ae||Dragonslayer's Grotto
2116568649|5efa90c4||Drudge
2116568650|5efa90c5||Duen Hen
2116568651|5efa90c6||Ferry Station
2116568652|5efa90c7||Forest Hut
2116568653|5efa90c8||Frischlow
2116568654|5efa90c9||Fyke Isle
2116568655|5efa90ca||Grotto
2116568656|5efa90cb||Hanged Man's Tree
2116568657|5efa90cc||Hangmans' Alley
2116568658|5efa90cd||Harpy Feeding Ground
2116568659|5efa90e3||Heatherton
2116568660|5efa90e4||Hindhold
2116568661|5efa919f||Honorton
2116568662|5efa90e5||House of Respite
2116568663|5efa90e6||Inn at the Crossroads
2116568664|5efa90e7||Isolated Shack
2116568665|5efa90e8||Kimbolt Way
2116568666|5efa90e9||Lindenvale
2116568667|5efa90ea||Lornruk
2116568668|5efa90eb||Lurtch
2116568669|5efa90ec||Maurauder's Bridge
2116568670|5efa9102||Midcopse
2116568671|5efa91a0||Mowshurst
2116568672|5efa9103||Mulbrydale
2116568673|5efa9104||Nilfgaardian Army Group 'Center' Camp
2116568674|5efa9105||Olena's Grove
2116568675|5efa9106||Oreton
2116568676|5efa91a1||Oxenfurt Bridge
2116568677|5efa91a2||Pellar's Hut
2116568678|5efa9107||Reardon Manor
2116568679|5efa9108||Refugees' Camp
2116568680|5efa9109||Road to Bald Mountain
2116568681|5efa910a||Ruined Tower
2116568682|5efa910b||Stonecutter's Settlement
2116568683|5efa9121||The Orphans of Crookback Bog
2116568684|5efa9122||Toderas
2116568685|5efa9123||Troll Bridge
2116568686|5efa9124||Wastrel Manor
2116568687|5efa9125||White Eagle Fort
2116568688|5efa91a3||Witch's Hut
2116568689|5efa9126||Wolven Glade
2116568690|5efa91a4||Nilfgaardian Camp
2116568691|c74e3b11||Aeramas' Abandoned Manor
2116568692|c74e3b12||Alness
2116568693|c74e3b13||Arette
2116568694|c74e3b14||Arnskrone Castle Ruins
2116568695|c74e3c10||Barrengarth
2116568696|c74e3b15||Bowdon
2116568697|c74e3b16||Brunwich
2116568698|c74e3b17||Carsten
2116568699|c74e3b18||Cavern
2116568700|c74e3b19||Crane Cape
2116568701|c74e3c11||Crippled Kate's
2116568702|c74e3b2f||Crossroads
2116568703|c74e3b30||Cunny of the Goose
2116568704|c74e3b31||Dancing Windmill
2116568705|c74e3b32||Drahim Castle
2116568706|c74e3b33||Draken Hollow Outpost
2116568707|c74e3b34||Electors' Square
2116568708|c74e3b35||Erde
2116568709|c74e3b36||Est Tayiar
2116568710|c74e3b37||Eternal Fire Chapel
2116568711|c74e3c27||Farcorners
2116568712|c74e3b38||Garin Estate
2116568713|c74e3b4e||Gate of the Hierarch
2116568714|c74e3c28||Gildorf
2116568715|c74e3b4f||Glory Gate
2116568716|c74e3b50||Gustfields Farm
2116568717|c74e3c29||Harborside
2116568718|c74e3c2a||Hattori's Workshop
2116568719|c74e3b51||Heddel
2116568720|c74e3b52||Herbalist's Hut
2116568721|c74e3b53||Hierarch Square
2116568722|c74e3b54||Honeyfill Meadworks
2116568723|c74e3b55||Hunter's Cottage
2116568724|c74e3b56||Isolated Hut
2116568725|c74e3b57||Kilkerinn Ruins
2116568726|c74e3b6d||Lighthouse
2116568727|c74e3b6e||Loggers' Hut
2116568728|c74e3b6f||Lucian's Windmill
2116568729|c74e3b70||Martin Fruille's Farmstead
2116568730|c74e3b71||Moldavie Residence
2116568731|c74e3c2b||Novigrad Bridge
2116568732|c74e3b72||Novigrad Docks
2116568733|c74e3b73||Novigrad Gate
2116568734|c74e3c2c||Oxenfurt Academy
2116568735|c74e3b74||Oxenfurt Gate
2116568736|c74e3b75||Oxenfurt Harbor
2116568737|c74e3c2d||Passiflora
2116568738|c74e3b76||Portside Gate
2116568739|c74e3b8c||Sarrasin Grange
2116568740|c74e3b8d||Seven Cats Inn
2116568741|c74e3c2e||Sigi Reuven's Bathhouse
2116568742|c74e3c2f||Silverton
2116568743|c74e3b8e||Southern Gate
2116568744|c74e3b8f||St. Gregory's Bridge
2116568745|c74e3b90||Temerian Partisan Hideout
2116568746|c74e3c30||The Bits
2116568747|c74e3b91||Tretogor Gate
2116568748|c74e3b92||Upper Mill
2116568749|c74e3b93||Ursten
2116568750|c74e3b94||Vegelbud Residence
2116568751|c74e3b95||Vikk Watchtower
2116568752|c74e3bab||Von Everec Estate
2116568753|c74e3bac||Western Gate
2116568754|c74e3bad||Wheat Fields
2116568755|c74e3bae||Widows' Grotto
2116568756|c74e3baf||Winespring Grange
2116568757|c74e3bb0||Yantra
2116568758|c74e3bb1||Zuetzer Castle
2116568759|3730a7f9||Abandoned Sawmill
2116568760|3730a7fa||Abandoned Village
2116568761|3730a7fb||Ancient Crypt
2116568762|3730a90f||Ard Hugtand
2116568763|3730a7fc||Arinbjorn
2116568764|3730a7fd||Bay Of Winds
2116568765|3730a7fe||Blandare
2116568766|3730a7ff||Boxholm
2116568767|3730a800||Bridge to Kaer Trolde
2116568768|3730a910||Castle Tuirseach
2116568769|3730a801||Clan Tordarroch Forge
2116568770|3730a817||Crossroads
2116568771|3730a818||Distillery
2116568772|3730a819||Dorve Ruins
2116568773|3730a81a||Druids' Camp
2116568774|3730a81b||Eldberg Lighthouse
2116568775|3730a81c||Elverum Lighthouse
2116568776|3730a81d||Fayrlund
2116568777|3730a81e||Fornhala
2116568778|3730a81f||Freya's Garden
2116568779|3730a820||Fyresdal
2116568780|3730a836||Gedyneith
2116568781|3730a837||Giants' Toes
2116568782|3730a838||Grotto
2116568783|3730a839||Gull Point
2116568784|3730a83a||Harviken
2116568785|3730a83b||Holmstein's Port
2116568786|3730a83c||Hov
2116568787|3730a83d||Isolated Hut
2116568788|3730a83e||Kaer Almhult
2116568789|3730a911||Kaer Dhu
2116568790|3730a83f||Kaer Gelen
2116568791|3730a855||Kaer Muire
2116568792|3730a912||Kaer Nyssen
2116568793|3730a856||Kaer Trolde Harbor
2116568794|3730a913||Kaer Trolde Village
2116568795|3730a857||Larvik
2116568796|3730a858||Lofoten
2116568797|3730a859||Lofoten Cemetery
2116568798|3730a85a||Lurthen
2116568799|3730a85b||Marlin Coast
2116568800|3730a914||Melusine's Cave
2116568801|3730a85c||Miners' Camp
2116568802|3730a85d||Old Watchtower
2116568803|3730a85e||Palisade
2116568804|3730a874||Rannvaig
2116568805|3730a875||Redgill
2116568806|3730a876||Rogne
2116568807|3730a877||Ruined Inn
2116568808|3730a915||Snidhall Isle
2116568809|3730a878||Sund
2116568810|3730a879||Svorlag
2116568811|3730a87a||The Pali Gap Coast
2116568812|3730a87b||Trail to Yngvar's Fang
2116568813|3730a87c||Trottheim
2116568814|3730a87d||Urialla Harbor
2116568815|3730a893||Urskar
2116568816|3730a894||Whale Graveyard
2116568817|3730a895||Wild Shore
2116568818|3730a896||Yngvar's Fang
2116568819|3730a897||Yustinna's Grotto
2116568820|3730a916||Hemdall's Shrine
2116568821|908804bb||Abandoned Storehouse
2116568822|908803a5||Ardaiso Quarry
2116568823|908803a6||Arthach Palace Ruins
2116568824|908803a7||Basane Farm
2116568825|908804bc||Bastoy Prison Ruins
2116568826|908803a8||Beauclair Palace
2116568827|908803a9||Beauclair Port
2116568828|908803aa||Belgaard Vineyard
2116568829|908803ab||Castel Ravello Vineyard
2116568830|908803ac||Casteldaccia Abandoned Estate
2116568831|908803ad||Chuchote Cave
2116568832|908803c3||Coopers' Gate
2116568833|908803c4||Coronata Vineyard
2116568834|908803c5||Corvo Bianco Vineyard
2116568835|908803c6||Count de la Croix's Mill
2116568836|908803c7||Delcinea Windmill
2116568837|908804bd||Doren Alma Estate
2116568838|908803c8||Dun Tynne Castle
2116568839|908803c9||Dun Tynne Crossroads
2116568840|908803ca||Dun Tynne Hillside
2116568841|908803cb||Flovive
2116568842|908803cc||Fort Astre Ruins
2116568843|908803e2||Fort Ussar Ruins
2116568844|908803e3||Fox Hollow
2116568845|908803e4||Francollarts
2116568846|908803e5||Gelenser Farm
2116568847|908803e6||Harbor Gate
2116568848|908803e7||Hortense Vineyard
2116568849|908804be||Lac Célavy
2116568850|908804bf||Lazare Lafargue's Workshop
2116568851|908803e8||Lebioda's Gate
2116568852|908803e9||Mere-Lachaiselongue Cemetery
2116568853|908803ea||Metinna Gate
2116568854|908803eb||Mont Crane Castle
2116568855|90880401||Nilfgaardian Embassy
2116568856|90880402||Palace Gardens
2116568857|90880403||Plegmund's Bridge
2116568858|90880404||Prophet Lebioda Statue
2116568859|90880405||Rioux-Cannes Outpost
2116568860|90880406||San Sebastian
2116568861|90880407||Sansretour Valley
2116568862|90880408||Seidhe Llygad Amphitheater
2116568863|90880409||Termes Palace Ruins
2116568864|9088040a||Tesham Mutna Ruins
2116568865|908804c0||The Belles of Beauclair
2116568866|90880420||The Cockatrice Inn
2116568867|90880421||The Gran'place
2116568868|90880422||The Silver Salamander Inn
2116568869|90880423||Tourney Grounds
2116568870|90880424||Toussaint Prison
2116568871|90880425||Trading Post
2116568872|90880426||Trastamara Hunting Cottage
2116568873|908804c1||Vermentino Vineyard
2116568874|908804c2||Villa Vedette
2116568875|ff7ab81d||Igni: Mill
2116568876|ff7ab81e||Axii: Sawmill
2116568877|ff7ab81f||Aard: Mill
2116568878|ff7ab820||Quen: Cackler Bridge
2116568879|ff7ab821||Quen: Broken Bridge
2116568880|ff7ab822||Yrden: Abandoned Village
2116568881|be7bbd99||Igni: Fort Ussar Ruins
2116568882|be7bbd9a||Axii: Rioux-Cannes Outpost
2116568883|be7bbd9b||Aard: Hortense Vineyard
2116568884|be7bbd9c||Quen: Termes Palace Ruins
2116568885|be7bbd9d||Yrden: Arthach Palace Ruins
2116568886|a7c1729d||Axii: Alness
2116568887|a7c1729e||Igni: Electors' Square
2116568888|05da0fdb||Igni: Ruined Watchtower
2116568889|6521647b||Igni: Ancient Oak
2116568890|6521647c||Aard: Frischlow
2116568891|6521647d||Quen: Lornruk
2116568892|6521647e||Quen: Road to Bald Mountain
2116568893|6521647f||Yrden: Byways
2116568894|65216480||Yrden: Dragonslayer's Grotto
2116568895|17a3df85||Igni: Ancient Crypt
2116568896|17a3df86||Igni: Svorlag
2116568897|17a3df87||Axii: Crossroads
2116568898|17a3df88||Axii: Fornhala
2116568899|17a3df89||Aard: Redgill
2116568900|17a3df8a||Quen: Kaer Trolde
2116568901|17a3df8b||Quen: Yngvar's Fang
2116568902|17a3df8c||Yrden: Druids Camp
2116568903|17a3df8d||Yrden: Harviken
2116568904|e5d2e4df||Aard: Gas Forest
2116568905|df992ae6||Ghoul Nest 1: (Cackler Bridge)
2116568906|df992ae5||Ghoul Nest 2: (Crossroads)
2116568907|df992ae4||Ghoul Nest 3: (Mill)
2116568908|8ba173bb||Drowner Nest: (Drudge)
2116568909|8ba173d1||Drowner Nest: (Road to Bald Mountain)
2116568910|8ba17398||Endrega Nest: (Ursten 1)
2116568911|8ba17399||Endrega Nest: (Ursten 2)
2116568912|8ba173b4||Ghoul Nest: (Boatmaker's Hut)
2116568913|8ba173b2||Ghoul Nest: (Burned Ruins)
2116568914|8ba173b3||Ghoul Nest: (Crow's Perch)
2116568915|8ba1739a||Ghoul Nest: (Ferry Station 1)
2116568916|8ba1739b||Ghoul Nest: (Ferry Station 2)
2116568917|8ba1739c||Ghoul Nest: (Stonecutter's Settlement)
2116568918|8ba17396||Harpy Nest: (Hindhold)
2116568919|8ba173b5||Nekker Nest: (Benek)
2116568920|8ba17394||Nekker Nest: (Codgers' Quarry)
2116568921|8ba173b6||Nekker Nest: (Reardon Manor 1)
2116568922|8ba173b7||Nekker Nest: (Reardon Manor 2)
2116568923|8ba173b8||Nekker Nest: (Toderas)
2116568924|8ba173d2||Rotfiend Nest: (Drahim Castle)
2116568925|8ba17395||Rotfiend Nest: (Hindhold)
2116568926|8ba17397||Rotfiend Nest: (Ursten)
2116568927|8ba173b9||Wyvern Nest: (Grotto 1)
2116568928|8ba173ba||Wyvern Nest: (Grotto 2)
2116568929|6800cdcc||Drowner Nest: (Crossroads)
2116568930|6800cdce||Harpy Nest: (Fyresdal)
2116568931|6800cdcd||Siren Nest: (Crossroads)
2116568932|6800cdcf||Siren Nest: (Ruined Inn)
2116568933|6800cdd0||Siren Nest: (Bay Of Winds)
2116568934|f81e60e7||Arachnomorph Nest: (Garin Estate)
2116568935|f81e60e4||Forktail Nest: (Vikk Watchtower)
2116568936|f81e60e8||Nekker Nest: (Brunwich 1)
2116568937|f81e60e9||Nekker Nest: (Brunwich 2)
2116568938|f81e60e5||Nekker Nest: (Hunter's Cottage)
2116568939|f81e60e6||Wyvern Nest: (Draken Hollow Outpost)
2116568940|79bc9835||Archespore Nest: (Count de la Croix's Mill)
2116568941|79bc9837||Archespore Nest: (Mère-Lachaiselongue Cemetery)
2116568942|79bc983a||Forktail Nest: (Basane Farm)
2116568943|79bc9832||Giant centipede Nest: (Fort Astre Ruins 1)
2116568944|79bc9833||Giant centipede Nest: (Fort Astre Ruins 2)
2116568945|79bc9838||Giant centipede Nest: (Tesham Mutna Ruins)
2116568946|79bc9839||Giant centipede Nest: (Trastamara Hunting Cottage)
2116568947|79bc9834||Harpy Nest: (Rioux-Cannes Outpost)
2116568948|79bc9836||Kikimore Nest: (Dun Tynne Castle)
2116568949|79bc9850||Slyzard Nest: (Fort Ussar Ruins)
2116568950|1ecd721d||Ogroid Den: (Hanged Man's Tree)
2116568951|1ecd721e||Vampire Den: (Dragonslayer's Grotto)
2116568952|84c7e9bb||Elementa Den: (Cavern)
2116568953|84c7e9bc||Ogroid Den: (Ursten)
2116568954|f4aa56a3||Specter Den: (Ancient Crypt)
2116568955|f4aa56a4||Specter Den: (Kaer Gelen)
2116568956|f4aa56a5||Necrophage Den: (Kaer Gelen)
2116568957|f4aa56a6||Ogroid Den: (Fornhala)
2116568958|82442a3b||Cursed Den: (Basane Farm)
2116568959|82442a3c||Cursed Den: (The Pits of Brume)
2116568960|82442a3d||Insectoid Den: (Dun Tynne Hillside)
2116568961|82442a3e||Insectoid Den: (Rioux-Cannes Outpost)
2116568962|82442a3f||Vampire Den: (Basane Farm)
2116568963|c891ff04||North of Cackler Bridge
2116568964|c891ff05||North of the Sawmill
2116568965|c891ff06||South of the Broken Bridge
2116568966|c891ff07||West of Crossroads
2116568967|c891ff08||West of King Desmond Bridge
2116568968|c891ff09||West of Ransacked Village
2116568969|fdc8b1ec||North of Giants' Toes
2116568970|fdc8b1ed||North of Holmstein's Port
2116568971|fdc8b1ee||East of Rannvaig
2116568972|fdc8b1ef||East of Whale Graveyard
2116568973|fdc8b1f0||South of Old Watchtower
2116568974|fdc8b1f1||Island in the Ocean
2116568975|9cf13812||North of Fort Astre Ruins
2116568976|9cf13813||North of Fort Ussar Ruins
2116568977|9cf13814||North of Fox Hollow
2116568978|9cf13815||North of Termes Palace Ruins
2116568979|9cf13816||Northeast of Arthach Palace Ruins
2116568980|9cf13817||Northwest of Fox Hollow
2116568981|9cf13818||East of Basane Farm
2116568982|9cf13819||South of Arthach Palace Ruins
2116568983|9cf1381a||South of Fort Ussar Ruins
2116568984|9cf13830||South of Mont Crane Castle
2116568985|9cf13831||South of Seidhe Llygad Amphitheater
2116568986|9cf13832||South of The Silver Salamander Inn
2116568987|9cf13833||West of Mont Crane Castle
2116568988|9cf13834||West of Trading Post
2116568989|8de64504||South of Crossroads
2116568990|8de64505||East of Widows' Grotto
2116568991|8de64506||East of Est Tayiar
2116568992|8de64507||East of Alness
2116568993|8de64508||West of Erde
2116568994|8de64509||Within Kilkerinn Ruins
2116568995|8de6450a||North of Zuetzer Castle
2116568996|8de6450b||East of Crane Cape
2116568997|8de6450c||Northwest of Sarrasin Grange
2116568998|8de64522||Northeast of Bowdon
2116568999|8de64523||Northwest of Brunwich
2116569000|8de64524||North of Upper Mill
2116569001|7ae10374||Southwest of Benek
2116569002|7ae10375||North of Road to Bald Mountain
2116569003|7ae10376||West of Crossroads
2116569004|7ae10377||East of Lindenvale
2116569005|7ae10378||North of Mowshurst
2116569006|7ae10379||North of Lindenvale
2116569007|7ae1037a||North of Maurauder's Bridge
2116569008|7ae1037b||Within Devil's Pit
2116569009|7ae1037c||North of Inn at the Crossroads
2116569010|7ae10392||East of Blackbough
2116569011|7ae10393||North of Forest Hut
2116569012|7ae10394||South of Forest Hut
2116569013|7ae10395||East of Refugees' Camp
2116569014|7ae10396||North of Coast of Wrecks
2116569015|7ae10397||East of Condyle
2116569016|7ae10398||South of Condyle
2116569017|7ae10399||Within Condyle
2116569018|7ae1039a||North of Condyle
2116569019|7ae1039b||Southwest of Refugees' Camp
2116569020|77b18001||Arachas
2116569021|77b18002||Archgriffin
2116569022|77b18003||Cave Troll
2116569023|77b18004||Chort
2116569024|77b18005||Cockatrice
2116569025|77b18006||Conserved Shaelmaar
2116569026|77b18007||Doppler
2116569027|77b18008||Earth Elemental
2116569028|77b18009||Ekhidna
2116569029|77b1801f||Ekimmara
2116569030|77b18020||Fiend
2116569031|77b18021||Foglet
2116569032|77b18022||Forktail
2116569033|77b18023||Garkain
2116569034|77b18024||Golyat
2116569035|77b18025||Grave Hag
2116569036|77b18026||Griffin
2116569037|77b18027||Grottore
2116569038|77b18028||Katakan
2116569039|77b1803e||King of Swineherd's crown
2116569040|77b1803f||Leshen
2116569041|77b18040||Nekker Warrior
2116569042|77b18041||Nightwraith
2116569043|77b18042||Noonwraith
2116569044|77b18043||Shaelmaar
2116569045|77b18044||Silver Basilisk
2116569046|77b18045||Slyzard
2116569047|77b18046||Succubus
2116569048|77b18047||Trophy <font color="#D79D3A">(Knight for Hire)</font>
2116569049|77b1805d||Umbra
2116569050|77b1805e||Water Hag
2116569051|77b1805f||Wight
2116569052|77b18060||Wild Hunt Hound
2116569053|77b18061||Wraith
2116569054|77b18062||Wyvern
2116569055|48bcb72f||Addan Deith
2116569056|48bcb730||Aerondight
2116569057|48bcb731||Ami
2116569058|48bcb732||Anathema
2116569059|48bcb733||Anth
2116569060|48bcb734||Arainne
2116569061|48bcb735||Azure Wrath
2116569062|48bcb736||Blade of Ys
2116569063|48bcb737||Bleidd
2116569064|48bcb74d||Bloodsword
2116569065|48bcb74e||Breath of the North
2116569066|48bcb74f||Cantata
2116569067|48bcb750||Casus Foederis
2116569068|48bcb751||Dahlia
2116569069|48bcb752||Deargdeith
2116569070|48bcb753||Deithwen
2116569071|48bcb754||Fate
2116569072|48bcb755||Fen'aeth
2116569073|48bcb756||Gesheft
2116569074|48bcb76c||Gynvael
2116569075|48bcb76d||Gynvael Aedd
2116569076|48bcb76e||Harpy
2116569077|48bcb76f||Hav'caaren
2116569078|48bcb770||Loathen
2116569079|48bcb771||Maugrim
2116569080|48bcb772||Moonblade
2116569081|48bcb773||Naevde Seidhe
2116569082|48bcb774||Negotiator
2116569083|48bcb775||Pang of Conscience
2116569084|48bcb78b||Reach of the Damned
2116569085|48bcb78c||Rose of Shaerrawed
2116569086|48bcb78d||Sarrim
2116569087|48bcb78e||Tah'rel
2116569088|48bcb78f||The Bride
2116569089|48bcb790||Tlareg
2116569090|48bcb791||Tor Zireael
2116569091|48bcb792||Tor'haerne
2116569092|48bcb793||Weeper
2116569093|48bcb794||Zerrikanterment
2116569094|48bcb7aa||Zireael
2116569095|48bcb7ab||Nine-Tailed Vixen Silver Sword
2116569096|18d42876||Aerondight
2116569097|18d42877||Azure Wrath
2116569098|18d42878||Bloodsword
2116569099|18d42879||Cantata
2116569100|18d4287a||Casus Foederis
2116569101|18d4287b||Fate
2116569102|18d4287c||Gesheft
2116569103|18d4287d||Harpy
2116569104|18d4287e||Hav'caaren
2116569105|18d42894||Naevde Seidhe
2116569106|18d42895||Negotiator
2116569107|18d42896||Reach of the Damned
2116569108|18d42897||Rose of Shaerrawed
2116569109|18d42898||Sarrim
2116569110|18d42899||The Adversary
2116569111|18d4289a||The Bride
2116569112|18d4289b||Tlareg
2116569113|18d4289c||Weeper
2116569114|18d4289d||Zerrikanterment
2117171097|18d428b3||Nine-Tailed Vixen Silver Sword
2116569115|cb00764d||Angivare
2116569116|cb00764e||Arbitrator
2116569117|cb00764f||Ard'aenye
2116569118|cb007650||Ashrune
2116569119|cb007651||Barber-Surgeon
2116569120|cb007652||Beann'shie
2116569121|cb007653||Belhaven blade
2116569122|cb007654||Black Unicorn
2116569123|cb007655||Blade from the Bits
2116569124|cb00766b||Blave
2116569125|cb00766c||Bloed Aedd
2116569126|cb00766d||Caerme
2116569127|cb00766e||Carabella
2116569128|cb00766f||Caroline
2116569129|cb007670||Cleaver hood
2116569130|cb007671||D'yaebl
2116569131|cb007672||Dancer
2116569132|cb007673||Daystar
2116569133|cb007674||Deireadh
2116569134|cb00768a||Devine
2116569135|cb00768b||Faithful Friend
2116569136|cb00768c||Faramond's blade
2116569137|cb00768d||Forgotten vran sword
2116569138|cb00768e||Glory of the North
2116569139|cb00768f||Gwestog
2116569140|cb007690||Gwyhyr
2116569141|cb007691||Harvall
2116569142|cb007692||Headhunter
2116569143|cb007693||Hen Gaidth steel sword
2116569144|cb0076a9||Hjalmar's steel sword
2116569145|cb0076aa||Hope
2116569146|cb0076ab||Inis
2116569147|cb0076ac||Iris
2116569148|cb0076ad||Longclaw
2116569149|cb0076ae||Lune
2116569150|cb0076af||Mourner
2116569151|cb0076b0||Ofieri kilij
2116569152|cb0076b1||Ofieri saber
2116569153|cb0076b2||Order of the Flaming Rose sword
2116569154|cb0076c8||Poker
2116569155|cb0076c9||Princess Xenthia's Sword
